,Acceptance,Asking price,Asking price per m²,Bathroom facilities,Building type,Energy label,Exterior space attached to the building,Facilities,Garden,Heating,Hot water,Insulation,Kind of house,Listed since,Living area,Location,bathrooms,rooms,Number of stories,Plot size,Specific,Status,Type of parking facilities,Type of roof,Volume in cubic meters,Year of construction,url,Accessibility,Annual meeting,Balcony/roof garden,Building insurance,CH boiler,External storage space,Located at,Maintenance plan,Periodic_contribution,Provisional energy label,Registration with KvK,Reserve fund present,Shed / storage,Type apartment,VVE (Owners Association) contribution,Quality marks,Service charges,Sun terrace,Type of garage,Other space inside the building,Garden location,Capacity,Back_garden,Construction period,city,bedroom,toilet,price_contribution
4225,Available in consultation,365000,3578,,Resale,A  ,11,,,CH boiler,CH boiler,Double glazing and completely insulated,,0,102,Alongside water and in residential district,,2  ,1,,,Available,,,204,1995,https://www.funda.nl/en/koop/rotterdam/appartement-88093115-prinsenlaan-226,,Yes,Balcony ,Yes,,3,3 ,Yes,Yes ,,Yes,Yes,,Apartment with shared street entrance (apartment), 223.82  ,,,,Parking place,,,,,,rott,1 ,, 223.82 
4226,Available in consultation,339000,3645,Shower,Resale,B  ,7,Mechanical ventilation,,CH boiler,CH boiler,"Roof insulation, double glazing and floor insulation",,3 ,93,In residential district and unobstructed surrounding view,1  ,3  ,1,,With carpets and curtains,Sold under reservation,Public parking,Flat  covered with asphalt ing,285,1992,https://www.funda.nl/en/koop/rotterdam/appartement-88067127-jacques-dutilhweg-607,,Yes,Balcony ,Yes,"Bosch VR (gas-fired combination boiler from 2004, in ownership)",6,1 ,Yes,Yes ,,Yes,Yes,Storage box,Galleried apartment (apartment), 182.00  ,,,,,,,,,,rott,2 , 1 , 182.00 
4227,Available in consultation,215000,3209,Shower,Resale,D   ,5,,,District heating,,Double glazing,,7 ,67,In residential district and unobstructed surrounding view,1  ,3  ,1,,,Sold under reservation,Public parking,Flat  covered with asphalt ing,218,1982,https://www.funda.nl/en/koop/rotterdam/appartement-88043932-boorn-70,,Yes,Balcony ,Yes,,6,3 ,Yes,Yes ,,No,Yes,,Apartment with shared street entrance (apartment), 109.97  ,,,,,,,,,,rott,2 , 1 , 109.97 
4230,Available in consultation,329000,2765,,Resale,A  ,,"Skylight, optical fibre and mechanical ventilation",Back garden and front garden,CH boiler,CH boiler,Double glazing,"Single-family home, row house",2 ,119,In residential district,,4  ,2,120,,Sold under reservation,Public parking,Gable  covered with  tiles,365,1981,https://www.funda.nl/en/koop/rotterdam/huis-88073902-ganzenoord-13,,,,,"Remeha (gas-fired combination boiler from 2020, in ownership)",6,,,,,,,Detached brick storage,,,,,,,,,,,,rott,3 ,,
4231,Available in consultation,240000,3636,Shower and toilet,Resale,E  ,7,"Elevator, mechanical ventilation, passive ventilation system and TV via cable",,District heating,Electrical boiler,Double glazing,,6 ,66,"Sheltered location, in residential district and unobstructed surrounding view",1 ,2  ,1,,,Sold under reservation,Public parking and resident's parking permits,Flat  covered with asphalt ing,221,1969,https://www.funda.nl/en/koop/rotterdam/appartement-88051491-everaertstraat-325,,Yes,Balcony ,Yes,,4,6 ,Yes,Yes ,,Yes,Yes,Storage box,Galleried apartment (apartment), 218.28  ,,,,,,,,,,rott,1 ,, 218.28 
4233,Available in consultation,449500,3305,Toilet,New,,,Electricity,Back garden and front garden,"Complete floor heating, heat recovery unit and heat pump",Geothermal heating,No insulation,"Single-family home, staggered",2 ,136,In residential district,1  ,6  ,3,,,Under option,Public parking,Flat  covered with other,408,2023,https://www.funda.nl/en/koop/rotterdam/huis-42658982-het-verborgen-geheim-bouwnr-2012,,,,,,5,,,,A ,,,Detached wooden storage,,,Woningborg garantiecertificaat,,,,, northeast ,,66  ,,rott,5 , 1 ,
4234,Available immediately,160000,2759,,Resale,C  ,7,Mechanical ventilation,,CH boiler,CH boiler,Roof insulation and partly double glazed,,4 ,58,,1 ,3  ,1,,,Sold under reservation,,,165,1958,https://www.funda.nl/en/koop/rotterdam/appartement-42609471-hontenissestraat-121,,No,Balcony ,Yes,Gas-fired combination boiler,6,4 ,Yes,Yes ,,Yes,Yes,Storage box,Apartment with shared street entrance (apartment), 79.00  ,,,,,,,,,,rott,2 ,, 79.00 
4235,Available in consultation,375000,3827,Toilet,Resale,C  ,,,,CH boiler,CH boiler,Double glazing,,0,98,,1 ,5  ,2,,,Available,Paid parking and resident's parking permits,Flat ,311,,https://www.funda.nl/en/koop/rotterdam/appartement-88089262-schieweg-240-c1,,Yes,,Yes,"Remeha ( combination boiler from 2021, in ownership)",,2 ,No,Yes ,,Yes,Yes,Built-in,Upstairs apartment (apartment with open entrance to street), 180.25  ,,,,,,,,,1931-1944,rott,4 ,, 180.25 
4236,Available in consultation,350000,4605,Bath,Resale,C  ,6,Elevator and passive ventilation system,,District heating,District heating,,,0,76,Alongside a quiet road and alongside water,1  ,3  ,1,,,Available,Paid parking and resident's parking permits,,234,1980,https://www.funda.nl/en/koop/rotterdam/appartement-88082536-jufferkade-41,,Yes,Balcony ,Yes,,6,8 ,Yes,Yes ,,Yes,Yes,Built-in,Apartment with shared street entrance (apartment), 252.00  ,,,,,,,,,,rott,2 , 1 , 252.00 
4237,Available in consultation,175000,2917,"Bath, shower and toilet",Resale,D  ,4,Elevator and TV via cable,,District heating,Central facility,"Roof insulation, partly double glazed, insulated walls and floor insulation",,0,60,"Alongside busy road, in residential district and unobstructed surrounding view",1  ,2  ,1,,Renovation project,Available,Public parking,Flat ,200,1984,https://www.funda.nl/en/koop/rotterdam/appartement-42625301-aar-31,,Yes,Balcony ,Yes,,5,3 ,Yes,Yes ,,Yes,Yes,Storage box,Upstairs apartment (apartment), 178.76  ,,,,,,,,,,rott,1 , 1 , 178.76 
4238,Available in consultation,262500,3088,Shower,Resale,B  ,,"Elevator, mechanical ventilation and TV via cable",,CH boiler,CH boiler,Completely insulated,,4 ,85,In residential district and unobstructed surrounding view,1  ,3  ,1,,,Sold under reservation,Public parking,Flat  covered with asphalt ing,240,2001,https://www.funda.nl/en/koop/rotterdam/appartement-42606127-scherpenhoek-36,,Yes,,Yes,"Intergas (gas-fired combination boiler from 2016, in ownership)",,3 ,Yes,Yes ,,Yes,Yes,,Apartment with shared street entrance (apartment), 159.75  ,,,,,,,,,,rott,2 , 1 , 159.75 
4239,Available in consultation,275000,2895,,Resale,C  ,,Electricity,Back garden and front garden,District heating,District heating,No insulation,"Single-family home, row house",0,95,Alongside a quiet road and in residential district,1  ,4  ,3,134,Partly furnished with carpets and curtains and renovation project,Available,Parking on private property and public parking,Gable  covered with  tiles,357,1982,https://www.funda.nl/en/koop/rotterdam/huis-42622663-heegermeer-48,,,,,,6,,,,,,,Detached brick storage,,,,,,,, south ,,50  ,,rott,3 , 2 ,
4241,Available in consultation,310000,2793,,Resale,,,Mechanical ventilation,"Back garden, front garden and side garden",CH boiler,CH boiler,Double glazing,"Single-family home, corner house",0,111,Alongside a quiet road and in residential district,,5  ,3,177,,Available,Public parking,Gable  covered with  tiles,342,1988,https://www.funda.nl/en/koop/rotterdam/huis-88084303-wolfraathstraat-2,,,,,"Nefit ( combination boiler from 2019, in ownership)",9,,,,C ,,,Detached brick storage,,,,,,,,,,,,rott,4 ,,
4242,Available in consultation,269000,3685,,Resale,A  ,2,Electricity,,CH boiler,CH boiler,,,2 ,73,Alongside a quiet road,1  ,3  ,1,,Protected townscape or village view (permit needed for alterations),Sold under reservation,Paid parking and resident's parking permits,,213,1987,https://www.funda.nl/en/koop/rotterdam/appartement-42659159-3e-schansstraat-4-b,,Yes,Balcony ,Yes,"HR (gas-fired combination boiler from 2017, in ownership)",8,1 ,Yes,Yes ,,Yes,Yes,Built-in,Upstairs apartment (apartment), 112.00  ,,,,,,,,,,rott,2 , 1 , 112.00 
4244,Available in consultation,195000,4333,,Resale,F  ,3,Flue and TV via cable,,Gas heaters,Electrical boiler (rental),,,0,45,Alongside a quiet road and in residential district,1 ,3  ,1,,,Available,Paid parking,Flat  covered with asphalt ing,150,1940,https://www.funda.nl/en/koop/rotterdam/appartement-42638184-terschellingsestraat-19-b,,Yes,,Yes,,12,1 ,Yes,Yes ,,Yes,Yes,Storage box,Apartment with shared street entrance (apartment), 58.12  ,,,,,,,,,,rott,2 ,, 58.12 
4245,Available in consultation,275000,2570,Shower,Resale,G   ,12,Elevator and TV via cable,,Communal central heating,Central facility,Partly double glazed,,3 ,107,In residential district and unobstructed surrounding view,1  ,5  ,1,,Renovation project,Sold under reservation,Public parking,Flat ,336,1973,https://www.funda.nl/en/koop/rotterdam/appartement-42549379-curieplaats-247,,Yes,Balcony ,Yes,,8,1 ,Yes,Yes ,,Yes,Yes,Storage box,Galleried apartment (apartment), 208.13  ,,,,,,,,,,rott,4 , 1 , 208.13 
4246,Available in consultation,298000,2591,,Resale,D  ,10,Electricity,,Communal central heating,Central facility,Double glazing,,0,115,In residential district and unobstructed surrounding view,,5  ,1,,,Available,Public parking,Flat ,295,1973,https://www.funda.nl/en/koop/rotterdam/appartement-42627253-robert-kochplaats-175,,Yes,,Yes,,,1 ,Yes,Yes ,,Yes,Yes,Storage box,Galleried apartment, 286.00  ,,,,,,,,,,rott,4 ,, 286.00 
4247,Available in consultation,525000,3571,,Resale,A  ,,,Back garden,CH boiler,CH boiler,Double glazing,,6 ,147,,,5  ,2,,,Sold under reservation,Paid parking and public parking,,495,1935,https://www.funda.nl/en/koop/rotterdam/appartement-88045713-bergweg-41-d,,No,,Yes,"Gas-fired combination boiler from 2021, in ownership",,Grou ,No,Yes,,Yes,Yes,,Ground-floor apartment (apartment),,,,,,, west,,19  ,,rott,3 ,,
4248,Available in consultation,465000,4429,Sauna,Resale,A  ,15,Electricity,,CH boiler,CH boiler,Double glazing and insulated walls,,2 ,105,Unobstructed surrounding view,1 ,3  ,1,,,Sold under reservation,Parking garage,Flat ,320,2009,https://www.funda.nl/en/koop/rotterdam/appartement-42675141-ien-daleshof-62,,Yes,Balcony ,Yes,Gas-fired from 2021,18,,Yes,Yes ,,Yes,Yes,,Apartment with shared street entrance (apartment), 228.00  ,,,,Garage,,,1 car,,,rott,2 ,, 228.00 
4249,Available in consultation,,,,New,,14,"Balanced ventilation system, elevator, sliding door and solar panels",,Complete floor heating and heat pump,Electrical boiler,Completely insulated,,0,124,"Alongside a quiet road, alongside water, in residential district and unobstructed surrounding view",1 ,4  ,1,,,Available,,,327,2022,https://www.funda.nl/en/koop/rotterdam/appartement-42638392-bernini-1142-bouwnr-1142,,,Balcony ,,,,11 ,,,A ,,,Built-in,Apartment with shared street entrance (apartment),,SWK garantiecertificaat,,,Underground parking,5 ,,,,,rott,3 ,,
4250,Available immediately,180000,2903,,Resale,E  ,4,Mechanical ventilation,,CH boiler,CH boiler,Double glazing,,5 ,62,In residential district,1 ,3  ,1,,,Sold under reservation,Public parking,Gable  covered with  tiles,180,1950,https://www.funda.nl/en/koop/rotterdam/appartement-42699114-groene-hilledijk-464-c,,Yes,Balcony ,Yes,Intergas HRE (gas-fired combination boiler from 2018),,3 ,Yes,Yes ,,Yes,Yes,Built-in,Apartment with shared street entrance (apartment), 125.00  ,,,,,,,,,,rott,2 ,, 125.00 
4253,Available in consultation,439000,3920,Bath and shower,Resale,,18,Alarm installation,Back garden and sun terrace,District heating and partial floor heating,District heating,Double glazing and completely insulated,"Single-family home, row house",5 ,112,Alongside a quiet road and in residential district,1  ,5  ,3,86,,Under offer,"Paid parking, parking on private property and resident's parking permits",Flat  covered with asphalt ing,373,2002,https://www.funda.nl/en/koop/rotterdam/huis-42693554-parallelweg-95,,,Roof terrace ,,,7,,,,A ,,,Detached wooden storage,,,,,,Parking place,,,,,,rott,4 , 2 ,
4254,Available in consultation,189500,3644,Toilet,Resale,G  ,,Electricity,Back garden and front garden,Gas heater,Gas water heater,Double glazing,,3 ,52,"Alongside a quiet road, sheltered location and in residential district",1 ,2  ,1,,With carpets and curtains and renovation project,Sold under reservation,"Paid parking, public parking and resident's parking permits",Gable  covered with  tiles,182,1935,https://www.funda.nl/en/koop/rotterdam/appartement-88079268-van-dieststraat-22-a,,Yes,,Yes,,6,Grou ,No,Yes ,,Yes,Yes,Detached wooden storage,Ground-floor apartment (apartment), 63.00  ,,,,,, east ,,45  ,,rott,1 ,, 63.00 
4255,Available in consultation,539000,3455,"Bath, shower and toilet",Resale,,23,,"Back garden, front garden and side garden",CH boiler,CH boiler,"Roof insulation, double glazing, insulated walls and floor insulation","Single-family home, corner house",0,156,Alongside water and sheltered location,1  ,5  ,3,284,,Available,Public parking,Flat ,525,1990,https://www.funda.nl/en/koop/rotterdam/huis-42623517-jan-palachstraat-21,,,Roof terrace ,,Combination boiler,8,,,,B ,,,Detached wooden storage,,,,,,,,,,,,rott,4 , 1 ,
4257,Available in consultation,400000,4211,Shower,Resale,D  ,4,,,CH boiler,CH boiler,,,2 ,95,Alongside a quiet road and in residential district,1  ,5  ,2,,,Under offer,"Paid parking, public parking and resident's parking permits",Flat  covered with asphalt ing,337,1937,https://www.funda.nl/en/koop/rotterdam/appartement-42618870-nobelstraat-65-a1,,Yes,Balcony ,Yes,"Remeha Avanta HR (gas-fired combination boiler from 2012, in ownership)",,2 ,No,Yes ,,Yes,Yes,,Maisonnette (double upstairs apartment), 90.00  ,,,,,,,,,,rott,3 , 2 , 90.00 
4258,Available in consultation,300000,2830,,Resale,B  ,10,Elevator,,CH boiler,CH boiler,Double glazing,,0,106,Alongside a quiet road and in residential district,,4  ,1,,,Available,Parking on private property and public parking,Flat  covered with asphalt ing,320,1992,https://www.funda.nl/en/koop/rotterdam/appartement-88086091-fop-van-drielstraat-19,,Yes,,Yes,"Nefit ( combination boiler from 2008, in ownership)",,1 ,Yes,Yes ,,Yes,Yes,Built-in,Apartment with shared street entrance (apartment), 194.84  ,,,,,,,,,,rott,3 ,, 194.84 
4260,Available in consultation,225000,2812,,Resale,D  ,10,Electricity,,Communal central heating,Gas water heater,Energy efficient window,,2 ,80,"Alongside a quiet road, in residential district and freestanding location",1  ,3  ,1,,With carpets and curtains,Sold under reservation,Public parking,Flat  covered with asphalt ing,249,1967,https://www.funda.nl/en/koop/rotterdam/appartement-88032952-nieuwenoord-94,,Yes,Balcony ,Yes,,9,3 ,Yes,Yes ,,Yes,Yes,Storage box,Apartment with shared street entrance (apartment), 199.60  ,,,,,,,,,,rott,2 , 1 , 199.60 
4261,Available in consultation,375000,5068,Shower and toilet,Resale,C  ,20,Electricity,Sun terrace,District heating,District heating,Double glazing,,5 ,74,In center,1 ,2  ,2,,Listed building (national monument),Sold under reservation,Parking on private property,,292,1947,https://www.funda.nl/en/koop/rotterdam/appartement-42691843-schiekade-14-j,,Yes,,Yes,,5,,Yes,Yes,,Yes,Yes,Built-in,Maisonnette (apartment),,,,,,,,,,,rott,1 ,,
4262,Available in consultation,450000,4245,Bath,Resale,G  ,16,TV via cable,,No heating,Gas water heater,,,2 ,106,"Alongside a quiet road, in center and in residential district",1  ,5  ,2,,Protected townscape or village view (permit needed for alterations),Available,Paid parking and resident's parking permits,Flat  covered with asphalt ing,361,1934,https://www.funda.nl/en/koop/rotterdam/appartement-88076278-breitnerstraat-36-b02,,Yes,Balcony ,Yes,,,2 ,No,Yes ,,Yes,Yes,,Upstairs apartment (apartment), 70.00  ,,,,,,,,,,rott,4 , 1 , 70.00 
4263,Available in consultation,560000,2979,2 baths and toilet,Resale,,,Electricity,Back garden,CH boiler,CH boiler,Mostly double glazed,"Desirable residence/villa, semi-detached residential property",3 ,188,"Alongside water, in residential district and unobstructed surrounding view",2  ,8  ,4,150,Double occupancy possible,Available,"Paid parking, public parking and resident's parking permits",Combination  covered with  tiles,586,1927,https://www.funda.nl/en/koop/rotterdam/huis-42542417-randweg-95,,,,,"HR (gas-fired combination boiler, in ownership)",8,,,,G ,,,Detached wooden storage,,,,,,,7 , southwest,,59  ,,rott,4 , 2 ,
4265,Available in consultation,340000,5075,,Resale,C  ,,,,District heating,Central facility,,,6+ ,67,"Alongside busy road, alongside water, in center, freestanding location and unobstructed surrounding view",1 ,3  ,1,,,Sold under reservation,Paid parking and resident's parking permits,,210,1952,https://www.funda.nl/en/koop/rotterdam/appartement-42477423-schiedamsedijk-68-c,,Yes,,Yes,,,2 ,Yes,Yes ,,Yes,Yes,,Apartment with shared street entrance, 186.00  ,,,,,,,,,,rott,1 ,, 186.00 
4266,Available in consultation,730000,7449,,New,,77,Elevator,,District heating,District heating,"Roof insulation, double glazing, energy efficient window, insulated walls, floor insulation and completely insulated",,4 ,98,"On navigable waterway, alongside water, in center, in residential district and unobstructed surrounding view",,4  ,1,,,Available,"Paid parking, parking on private property, public parking, parking garage and resident's parking permits",,310,2024,https://www.funda.nl/en/koop/rotterdam/appartement-42511982-lloydkade-bouwnr-901,,,,,,,10 ,,,A ,,,Built-in,Mezzanine (apartment),,SWK garantiecertificaat,,,,,,,,,rott,3 ,,
4267,Available in consultation,250000,3472,Bath and shower,Resale,E  ,8,"Elevator, mechanical ventilation and TV via cable",,Communal central heating,,Partly double glazed,,7 ,72,Alongside a quiet road and in residential district,1  ,3  ,3,,,Sold under reservation,Paid parking,Flat  covered with asphalt ing,233,1982,https://www.funda.nl/en/koop/rotterdam/appartement-42687112-lange-hilleweg-342,,Yes,Balcony ,Yes,,3,5 ,Yes,Yes ,,Yes,Yes,Built-in,Galleried apartment (apartment), 213.24  ,,,,,,,,,,rott,2 , 1 , 213.24 
